  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  5.3515960e-001	  5.3515768e-001	  1.0000000e+000	  6.6979370e+001	  1.0701446e+001	 -2.1639664e+000	  5.3439360e+000	 -9.5840197e+000	 -1.7852519e+002	
  5.3829442e-001	  5.3810665e-001	  1.0000000e+000	  6.6951416e+001	  1.0706137e+001	 -2.1772006e+000	  5.2503338e+000	 -9.5536823e+000	 -1.7846591e+002	
  5.3887423e-001	  5.3866880e-001	  1.0000000e+000	  6.6951416e+001	  1.0706137e+001	 -2.1772006e+000	  5.2503338e+000	 -9.5536823e+000	 -1.7846591e+002	
  5.3941641e-001	  5.3921060e-001	  1.0000000e+000	  6.6951416e+001	  1.0706137e+001	 -2.1772006e+000	  5.2503338e+000	 -9.5536823e+000	 -1.7846591e+002	
  5.3995053e-001	  5.3974625e-001	  1.0000000e+000	  6.6951416e+001	  1.0706137e+001	 -2.1772006e+000	  5.2503338e+000	 -9.5536823e+000	 -1.7846591e+002	
  5.4048580e-001	  5.4027998e-001	  1.0000000e+000	  6.6951416e+001	  1.0706137e+001	 -2.1772006e+000	  5.2503338e+000	 -9.5536823e+000	 -1.7846591e+002	
  5.4105524e-001	  5.4086517e-001	  1.0000000e+000	  6.6951416e+001	  1.0706137e+001	 -2.1772006e+000	  5.2503338e+000	 -9.5536823e+000	 -1.7846591e+002	
  5.4163121e-001	  5.4142578e-001	  1.0000000e+000	  6.6951416e+001	  1.0706137e+001	 -2.1772006e+000	  5.2503338e+000	 -9.5536823e+000	 -1.7846591e+002	
  5.4218645e-001	  5.4198179e-001	  1.0000000e+000	  6.6951416e+001	  1.0706137e+001	 -2.1772006e+000	  5.2503338e+000	 -9.5536823e+000	 -1.7846591e+002	
  5.4342325e-001	  5.4322281e-001	  1.0000000e+000	  6.6921082e+001	  1.0722709e+001	 -2.1914334e+000	  5.1794028e+000	 -9.5181389e+000	 -1.7842982e+002	
  5.4398194e-001	  5.4378304e-001	  1.0000000e+000	  6.6921082e+001	  1.0722709e+001	 -2.1914334e+000	  5.1794028e+000	 -9.5181389e+000	 -1.7842982e+002	
  5.4453795e-001	  5.4433175e-001	  1.0000000e+000	  6.6921082e+001	  1.0722709e+001	 -2.1914334e+000	  5.1794028e+000	 -9.5181389e+000	 -1.7842982e+002	
  5.4507629e-001	  5.4487048e-001	  1.0000000e+000	  6.6921082e+001	  1.0722709e+001	 -2.1914334e+000	  5.1794028e+000	 -9.5181389e+000	 -1.7842982e+002	
  5.4561233e-001	  5.4540613e-001	  1.0000000e+000	  6.6921082e+001	  1.0722709e+001	 -2.1914334e+000	  5.1794028e+000	 -9.5181389e+000	 -1.7842982e+002	
  5.4617793e-001	  5.4597557e-001	  1.0000000e+000	  6.6921082e+001	  1.0722709e+001	 -2.1914334e+000	  5.1794028e+000	 -9.5181389e+000	 -1.7842982e+002	
  5.4672587e-001	  5.4652006e-001	  1.0000000e+000	  6.6882118e+001	  1.0744970e+001	 -2.1943483e+000	  5.1067677e+000	 -9.4954700e+000	 -1.7838210e+002	
  5.4726536e-001	  5.4706032e-001	  1.0000000e+000	  6.6882118e+001	  1.0744970e+001	 -2.1943483e+000	  5.1067677e+000	 -9.4954700e+000	 -1.7838210e+002	
  5.4780332e-001	  5.4759712e-001	  1.0000000e+000	  6.6882118e+001	  1.0744970e+001	 -2.1943483e+000	  5.1067677e+000	 -9.4954700e+000	 -1.7838210e+002	
  5.4834627e-001	  5.4814007e-001	  1.0000000e+000	  6.6882118e+001	  1.0744970e+001	 -2.1943483e+000	  5.1067677e+000	 -9.4954700e+000	 -1.7838210e+002	
  5.4888154e-001	  5.4867496e-001	  1.0000000e+000	  6.6882118e+001	  1.0744970e+001	 -2.1943483e+000	  5.1067677e+000	 -9.4954700e+000	 -1.7838210e+002	
  5.4942257e-001	  5.4921599e-001	  1.0000000e+000	  6.6882118e+001	  1.0744970e+001	 -2.1943483e+000	  5.1067677e+000	 -9.4954700e+000	 -1.7838210e+002	
  5.5044972e-001	  5.5024429e-001	  1.0000000e+000	  6.6882118e+001	  1.0744970e+001	 -2.1943483e+000	  5.1067677e+000	 -9.4954700e+000	 -1.7838210e+002	
  5.5098691e-001	  5.5078263e-001	  1.0000000e+000	  6.6846642e+001	  1.0751534e+001	 -2.1816270e+000	  5.0214672e+000	 -9.4961987e+000	 -1.7835416e+002	
  5.5153293e-001	  5.5132673e-001	  1.0000000e+000	  6.6846642e+001	  1.0751534e+001	 -2.1816270e+000	  5.0214672e+000	 -9.4961987e+000	 -1.7835416e+002	
  5.5207089e-001	  5.5186430e-001	  1.0000000e+000	  6.6846642e+001	  1.0751534e+001	 -2.1816270e+000	  5.0214672e+000	 -9.4961987e+000	 -1.7835416e+002	
